index,Date,CLOSE,LOG_RETURN
115,2015-06-17,3.321,-0.005405418566907905
116,2015-06-18,3.259,-0.018845542539185134
117,2015-06-19,3.288,0.00885907733850888
118,2015-06-22,3.229,-0.018106985417795096
119,2015-06-23,3.23,0.00030964545842682156
120,2015-06-24,3.262,0.009858366964257126
121,2015-06-25,3.304,0.012793351459909452
122,2015-06-26,3.221,-0.0254419853096699
123,2015-06-29,3.233,0.0037186283942343135
124,2015-06-30,3.241,0.0024714254161142257
125,2015-07-01,3.214,-0.00836565684408952
126,2015-07-02,3.257,0.013290258978775782
127,2015-07-06,3.2,-0.017655716488415685
128,2015-07-07,3.172,-0.008788506033079235
129,2015-07-08,3.159,-0.00410678195265346
130,2015-07-09,3.19,0.009765394976805064
131,2015-07-10,3.224,0.010601907847628711
132,2015-07-13,3.286,0.019048194970694432
133,2015-07-14,3.255,-0.009478743954543845
134,2015-07-15,3.3,0.01373019281190202
135,2015-07-16,3.256,-0.013423020332140823
136,2015-07-17,3.272,0.0049019706002069174
137,2015-07-20,3.242,-0.00921099542701631
138,2015-07-21,3.301,0.018035029557571747
139,2015-07-22,3.313,0.0036286704467027864
140,2015-07-23,3.236,-0.023516124121513604
141,2015-07-24,3.196,-0.01243797129221691
142,2015-07-27,3.212,0.004993768180487024
143,2015-07-28,3.242,0.009296627228968957
144,2015-07-29,3.273,0.009516572205559237
145,2015-07-30,3.189,-0.025999607491123067
146,2015-07-31,3.152,-0.011670216032287684
147,2015-08-03,3.164,0.0037998779097747626
148,2015-08-04,3.204,0.012562979300705157
149,2015-08-05,3.175,-0.009092396861457797
150,2015-08-06,3.184,0.002830635637481649
151,2015-08-07,3.186,0.0006279435057201521
152,2015-08-10,3.233,0.014644287255439314
153,2015-08-11,3.229,-0.001238006967157812
154,2015-08-12,3.288,0.018106985417795096
155,2015-08-13,3.185,-0.031827188169806675
156,2015-08-14,3.198,0.004073325387635718
157,2015-08-17,3.14,-0.018302814491600428
158,2015-08-18,3.102,-0.012175735165814938
159,2015-08-19,3.088,-0.004523432591817311
160,2015-08-20,3.126,0.012230599836755118
161,2015-08-21,3.043,-0.026910361084450773
162,2015-08-24,2.996,-0.015565805259861065
163,2015-08-25,3.017,0.006984894521951057
164,2015-08-26,3.038,0.006936443996657049
165,2015-08-27,3.006,-0.010589112842798398
166,2015-08-28,3.048,0.013875346493617213
167,2015-08-31,3.016,-0.010554187678690319
168,2015-09-01,3.017,0.00033151003121445477
169,2015-09-02,2.969,-0.016037764395301357
170,2015-09-03,3.042,0.024289998055478268
171,2015-09-04,3.007,-0.011572289830708904
172,2015-09-08,3.049,0.013870763999725755
173,2015-09-09,3.007,-0.013870763999725755
174,2015-09-10,3.024,0.00563755431089441
175,2015-09-11,3.022,-0.0006615944667387463
176,2015-09-14,3.077,0.01803623248935704
177,2015-09-15,3.06,-0.005540180375615433
178,2015-09-16,3.0,-0.019802627296179542
179,2015-09-17,2.992,-0.0026702285558790617
180,2015-09-18,2.941,-0.017192400540372743
181,2015-09-21,2.907,-0.011628037995119023
182,2015-09-22,2.905,-0.0006882312728644369
183,2015-09-23,2.907,0.0006882312728644369
184,2015-09-24,2.958,0.017391742711869274
185,2015-09-25,2.918,-0.013614914188014193
186,2015-09-28,2.951,0.011245645860208375
187,2015-09-29,2.884,-0.022965876538099783
188,2015-09-30,2.831,-0.018548213292939986
189,2015-10-01,2.763,-0.02431296018848328
190,2015-10-02,2.798,0.012587830302010161
191,2015-10-05,2.806,0.0028551054369796436
192,2015-10-06,2.806,0.0
193,2015-10-07,2.813,0.0024915478274507574
194,2015-10-08,2.847,0.01201427878818051
195,2015-10-09,2.857,0.0035063149527356785
196,2015-10-12,2.889,0.011138298235461974
197,2015-10-13,2.861,-0.009739207416124884
198,2015-10-14,2.874,0.004533573588860085
199,2015-10-15,2.831,-0.015074781527070646
200,2015-10-16,2.799,-0.011367795596446184
201,2015-10-19,2.807,0.0028540868464288494
202,2015-10-20,2.815,0.002845964211908303
203,2015-10-21,2.75,-0.023361349913173735
204,2015-10-22,2.721,-0.010601451877370494
205,2015-10-23,2.632,-0.03325544633803856
206,2015-10-26,2.515,-0.045471209911368216
207,2015-10-27,2.531,0.006341678011284491
208,2015-10-28,2.461,-0.028046710154068344
209,2015-10-29,2.423,-0.015561329574530047
210,2015-10-30,2.49,0.027276268642227652
211,2015-11-02,2.448,-0.01701134582653674
212,2015-11-03,2.463,0.006108754488321266
213,2015-11-04,2.445,-0.007334996211565636
214,2015-11-05,2.539,0.03772517979570622
215,2015-11-06,2.532,-0.0027607984406117225
216,2015-11-09,2.449,-0.03332972631189912
217,2015-11-10,2.484,0.014190386101201713
218,2015-11-11,2.452,-0.01296614599726742
219,2015-11-12,2.445,-0.0028588951471296697
220,2015-11-13,2.526,0.03259190100146403
221,2015-11-16,2.554,0.011023733682048231
222,2015-11-17,2.527,-0.010627929204290232
223,2015-11-18,2.495,-0.012744099202575243
224,2015-11-19,2.412,-0.033832450338543096
225,2015-11-20,2.291,-0.05146787539358055
226,2015-11-23,2.343,0.022443756054300157
227,2015-11-24,2.324,-0.008142320535993841
228,2015-11-25,2.299,-0.010815593208620244
229,2015-11-27,2.212,-0.038577162120955966
230,2015-11-30,2.235,0.010344144405443623
231,2015-12-01,2.231,-0.0017913126151366532
232,2015-12-02,2.165,-0.030029553995942315
233,2015-12-03,2.181,0.007363125765038836
234,2015-12-04,2.186,0.0022899025348548374
235,2015-12-07,2.067,-0.05597510905471548
236,2015-12-08,2.07,0.0014503265776463214
237,2015-12-09,2.062,-0.003872221682509558
238,2015-12-10,2.015,-0.023057190196121735
239,2015-12-11,1.99,-0.01248455666224535
240,2015-12-14,1.894,-0.04944364397251455
241,2015-12-15,1.822,-0.038756195926119896
242,2015-12-16,1.79,-0.01771917898510289
243,2015-12-17,1.755,-0.019746762934834572
244,2015-12-18,1.767,0.0068143364197301715
245,2015-12-21,1.911,0.07834347192057667
246,2015-12-22,1.888,-0.01210859753482707
247,2015-12-23,1.983,0.04909278181435006
248,2015-12-24,2.029,0.022932211306018746
249,2015-12-28,2.228,0.09356126122135999
250,2015-12-29,2.372,0.06262915907044131
